RgHist,RgStart,RMSF,negativeFasta,positiveFasta,negativepH,positivepH
14.299393470934254,17.362373153949903,3.978600638206116,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.24866014211976,17.741663233826735,6.086380347916572,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.963660596029197,17.78028218876973,4.322550094821598,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.654326991246958,17.41964257612797,4.714332724605095,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.018858983032532,17.413856922850776,5.808339803160199,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.22737540019554,17.537393852639674,4.500016281769528,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.76372200942406,17.732883434082908,3.682804105787985,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.28703259198958,17.534325135676433,3.4039235949833637,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.240034497431092,17.609502539767227,4.593251530494761,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.099164998415132,17.661017955929967,4.80652465448712,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
18.72021468811917,17.40331027424535,5.204821092035866,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.235395631202412,17.73850302339042,3.620532513209405,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.508137333216007,17.595255925259586,4.7985202594743415,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.1768058363499,17.47636889711858,6.285418153326488,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
16.033811138719102,17.65254051263832,3.4277301715259605,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.678609853948666,17.599466322359856,4.60469791582654,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.590678707754543,17.527702938686346,4.129173047150244,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.666491731258184,17.692981454124844,4.1890152793613336,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.805621901592511,17.646680148807658,3.600905001730564,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.932437739435144,17.48278926940831,6.55848865179228,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.703477687020222,17.699291611160806,4.647295007597328,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.630479572207673,17.457226208449896,5.095635825275483,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.491866185193818,17.663402480205377,3.7020654597250022,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.730683614504914,17.754301011071227,4.429501629416088,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.317230307069256,17.642073595775198,3.6933950397284447,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.981791064754988,17.485111822542223,6.6567394433449305,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.45074266770734,17.593720320227877,4.0418301129157,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
20.143610732474283,17.472002861157414,7.756187054782567,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.082299449794348,17.503878217023498,5.9524007544822375,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.549873732816474,17.64586712395339,9.08859718990751,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.092850157056908,17.53670870047304,3.9746506226528697,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.8636573799705,17.66912917828795,6.890056882909383,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.830640208051324,17.377167211387757,5.773384933957868,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.206823152801077,17.60614645516405,5.673625873708863,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.323030447772975,17.686402612427553,3.8967412890136455,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.125304013707984,17.516227630076887,5.016680565735694,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.842184885771587,17.43285375153074,4.649806013267686,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.746367478198303,17.485451089553713,4.751332418657326,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.012407426552716,17.704441727616793,3.836482953293405,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
17.53425861745596,17.52423861528778,4.558955825151885,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.163748395645037,17.64085572490159,5.435700774700649,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.352188004050198,17.46843920595288,6.722297225157697,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.851594349795947,17.47502519349482,4.313291994044802,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.731745785122664,17.59262492968227,5.368356969426017,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.825662719082535,17.68831052648736,5.364745753596368,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.720264907974435,17.4689487818869,6.204389659837292,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
20.972706023362782,17.53020184244517,4.370585705673057,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.449355997298314,17.774636051025,5.126629430834312,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.418049958702571,17.561409988166446,4.282424946848844,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.598452344584706,17.431700933438613,4.661057891113256,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.080113625435462,17.652820368264674,5.677053962630668,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.942832096541949,17.71090211065429,6.54365710823697,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.499835735934557,17.64572116946847,4.568906640090563,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
16.173856409649616,17.56678984256196,4.716946861417699,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.933919773259374,17.46923041886577,6.075632777083922,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.682636210927924,17.56482827796373,6.972940537048531,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.191572990311274,17.72566868168093,4.641719117909079,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.812916184051677,17.65448763719827,6.406389078336426,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.9797351896885,17.46361002522754,5.920950731861268,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.403016185080205,17.465406365598508,5.266914694018388,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.856199391193837,17.629679838686425,6.301747363534267,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.799685466231429,17.60814150117638,4.971634312353987,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.568020327164795,17.483623398716343,3.6437129079199018,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.352043747904036,17.64599110584713,5.561770533829195,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.039317739710526,17.507680020577027,4.077316861291286,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.364220573157844,17.701926744554076,5.263172964582768,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.317221207542994,17.703870596971143,4.610072488352421,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.697285387346598,17.618236138358046,4.570791221396665,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.934629273688836,17.65189404278519,6.068056234697624,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.08592887463573,17.657042292950567,4.808737419240325,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
16.331795696651408,17.506260722475584,5.22015196826422,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
16.318668589924634,17.47859023457437,4.518855995572896,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.485359032949177,17.506925652392532,3.971599031666748,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.435001655667676,17.708326293460782,4.9392635694305005,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.80919097525179,17.88173500172438,4.820104471608567,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.641255473069544,17.532880261863145,6.870751843032656,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
17.792877826555426,17.47515450132199,5.306266745482247,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.8341656860667,17.803364912995285,4.9114662437153145,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.556752017383369,17.50383025073118,5.132876806938652,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.301738427063253,17.786854229019088,6.723737211914253,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.69194316401795,17.630430669153863,5.1524579179360375,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.372838280073418,17.621203924873708,4.17182031213023,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.397509524216796,17.69608144200624,4.999803346881518,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.936616920332051,17.473851740461832,4.992492782427327,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
16.709144364945278,17.56134594312716,7.599786779129517,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.302470584693625,17.680817624792866,6.294466684609038,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.73939532109274,17.72264119233562,5.0049620043271625,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.700350820895268,17.484139634537154,6.708609710534775,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
16.82509325447398,17.493682119539304,4.935292987617863,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.107740458321876,17.649299039692426,5.207712654563874,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.417808648464662,17.66930073078364,6.594140833018763,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.910070836428051,17.466640601944636,6.902037272564001,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.977961442589688,17.57386313182004,5.153597116044137,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.241738663398484,17.44029502673496,5.718102312199327,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.242788133830087,17.62175783321398,3.9420183608310384,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.410546001630175,17.464331623534544,3.4328705253043044,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.618033528271198,17.706556232490538,4.773142430749371,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.813497789856791,17.491111641688804,4.932016656130812,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.046003527004595,17.533500732443688,5.4801242086430735,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.544736966093955,17.456393477495787,5.442052017254807,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.148079612253404,17.580535271247047,5.909678269125494,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.370851080350452,17.741289948378828,5.373415413636234,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.915204584146016,17.681128926504396,7.350900023562279,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.202531026068304,17.682349006165577,3.7824271649092576,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.391303043393302,17.703408429801023,4.502319237692787,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.244248018032188,17.506870981080905,4.537449978802366,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.374395650170694,17.669364366439673,4.530136099601449,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.90219488801652,17.713376996915024,4.797546639759164,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.386945883724517,17.452403028615873,4.5806941786102335,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.587658508680189,17.663926108123288,7.334973827207047,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.682762066770444,17.69555866014068,5.401087058927568,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.755850433909526,17.6187511648405,4.795520092937712,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.112075137454806,17.657949361946088,3.639960942177293,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.543528402081606,17.629808243764067,6.047865764345873,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.136407189885876,17.588285601448828,4.581067404112656,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.427608658331147,17.534517534104268,5.188417076402564,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.158907991189134,17.668036736029098,5.009678564252615,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.07221970713512,17.677402038731167,7.212272442043656,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
16.810060232290272,17.46870426298526,4.617249115651076,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.365497193533608,17.577117202761663,8.184295199040399,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
19.03199615496065,17.455115955406892,4.5878937395703945,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
16.21750492065833,17.518530403909132,6.122628064474068,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.665951303538789,17.60146860740701,6.38759022662346,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.577317180545812,17.653337884015336,4.372208885991638,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.741523031422966,17.436163220132002,5.978570033181136,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.260320220331346,17.717700073445165,6.625296744957828,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.433560707145652,17.416561361634017,3.613491849674476,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.108435463162044,17.582179416556254,5.797330854676394,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.009633971604991,17.664832117676898,5.9844120105017575,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
12.702082243734662,17.669177730788327,5.182175449891727,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.260538413313649,17.66810766544058,5.260164703371786,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.128325325667443,17.617207863077844,4.7481340940845245,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.125735742802789,17.45757904765553,4.9285918338299455,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.75264008795408,17.493358737800413,3.3729807980970485,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.086160672931,17.515315839462712,5.257628865350638,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.719444897145074,17.589033998441515,5.75068660356352,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.48334515916855,17.44691560412703,5.380575114945716,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
15.359690487955437,17.47979610940418,4.1418638616834285,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.829552930752072,17.672290776470067,5.4125548072335326,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.124460158568866,17.604774995352734,6.386064303860331,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
16.264206608502334,17.415306319277764,4.623023831286226,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.021742961154342,17.490821539757462,4.32511313688148,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.00408726616872,17.480032430991447,5.7372616984313,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.09664909029664,17.423787491053034,3.93101966190078,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.852009671029922,17.529203035388036,6.71454115258935,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.65092739546108,17.530990939539002,6.141334473511562,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.788122782810634,17.51066745327963,5.106641396827665,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.309231329640973,17.74786225289095,4.345298994248535,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.96532301319009,17.461091781055007,8.460220437451067,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.573114145806697,17.539827005675527,4.863116632652792,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
13.395066667886054,17.630784214115536,5.21403979732306,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.65321325428976,17.52445938962989,7.402358117833258,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.431154111503394,17.663106912415834,4.758127361504141,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
14.975282703732608,17.474596028033773,5.53137478733901,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
12.525583475347656,17.72979235516202,5.202273149620766,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
13.3389010224278,17.687647289301072,5.208582019473465,31.549450549450547,11.967032967032967,-0.0525138235294117,0.6387256176470587
15.374658282577537,17.509451569521392,5.098972623692176,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
14.53314605615979,17.46500919099525,5.149514088416892,31.549450549450547,11.967032967032967,-0.621903448275862,6.89655172413793e-08
